"Subnum","ChoiceSet","PropOptimal","RT"
315,"CD",0.52,895.9
315,"CA",0.4,1336.76
315,"CB",0.72,1226.08
315,"AD",0.48,1289.32
315,"BD",0.4,1007.08
316,"AB",0.573333333333333,1163.12
316,"CD",0.466666666666667,1265.82666666667
316,"CA",0.52,1045.08
316,"CB",0.48,1128.68
316,"AD",0.48,769.24
316,"BD",0.24,1026.36
317,"AB",0.63,1390.26
317,"CD",0.42,1707.18
317,"CA",0.52,1864.92
317,"CB",0.64,1714.6
317,"AD",0.64,1603.24
317,"BD",0.52,1906.52
318,"AB",0.93,853.8
318,"CD",0.76,1208.86
318,"CA",0,941
318,"CB",1,1537.96
318,"AD",0.96,1038
318,"BD",0,1418.68
319,"AB",0.76,1293.26
319,"CD",0.28,1357.08
319,"CA",0.56,966.52
319,"CB",0.56,1048.12
319,"AD",0.56,1112.08
319,"BD",0.72,1297.72
320,"AB",0.55,758.22
320,"CD",0.36,1309.86
320,"CA",1,1642.16
320,"CB",0.04,862.36
320,"AD",0.2,2004.12
320,"BD",1,1065.32
321,"AB",0.62,1210.59
321,"CD",0.58,1310.06
321,"CA",0.84,1244.52
321,"CB",0.92,1772.68
321,"AD",1,1618.6
321,"BD",0.88,1561.32
322,"AB",0.72,956.826666666667
322,"CD",0.84,920.666666666667
322,"CA",0.96,1288.2
322,"CB",0.96,1996.8
322,"AD",1,1193.2
322,"BD",1,1731.36
323,"AB",0.47,1306.46
323,"CD",0.78,2358.64
323,"CA",0.48,1328.44
323,"CB",0.52,3246.8
323,"AD",0.52,1235
323,"BD",0.52,986.4
324,"AB",0.4,1162.33333333333
324,"CD",0.866666666666667,1126.97333333333
324,"CA",1,1714.32
324,"CB",0.32,1695.08
324,"AD",0.8,1325.68
324,"BD",1,1324.2
325,"AB",0.946666666666667,3652.84
325,"CD",0.946666666666667,1604.44
325,"CA",1,1400.96
325,"CB",1,1621.08
325,"AD",0.08,1537.96
325,"BD",0,1383.4
326,"AB",0.02,1055
326,"CD",0.02,1322.76
326,"CA",0.88,1524.64
326,"CB",0.64,1863.56
326,"AD",0.48,1558.6
326,"BD",0.84,1635.48
327,"AB",0.82,953.8
327,"CD",0.74,1237.1
327,"CA",0.68,995.52
327,"CB",0.6,994.4
327,"AD",0.2,766.08
327,"BD",0.28,643.48
328,"AB",0.24,1096.73333333333
328,"CD",0.36,946.426666666667
328,"CA",0.92,1616.28
328,"CB",0.76,2174.16
328,"AD",0,1921.2
328,"BD",0.28,1735.76
329,"AB",0.59,1275.71
329,"CD",0.5,1347.88
329,"CA",0.52,1122.08
329,"CB",0.36,1083.2
329,"AD",0.44,1084.68
329,"BD",0.6,1128.96
330,"AB",0.84,1030.72
330,"CD",0.64,1391.14
330,"CA",0.2,2325.48
330,"CB",0.88,1788.76
330,"AD",1,1561.28
330,"BD",0.72,2006.32
331,"AB",0.52,1393.78
331,"CD",0.88,1373.9
331,"CA",1,1159.24
331,"CB",1,1076.36
331,"AD",1,1048.84
331,"BD",1,1356.24
332,"AB",0.84,1074.05
332,"CD",0.84,1264.28
332,"CA",0.52,1250.16
332,"CB",0.6,1638.6
332,"AD",0.76,968.04
332,"BD",0.64,1309.52
333,"AB",0.64,784.99
333,"CD",0.22,985.66
333,"CA",0.28,964.76
333,"CB",0.24,789.76
333,"AD",0.72,745.04
333,"BD",0.56,881.52
334,"AB",0.5,1405.3
334,"CD",0.56,1589.48
334,"CA",0,2560.48
334,"CB",0,1551
334,"AD",0.04,1934.28
334,"BD",0,1903.36
335,"AB",0.56,1369.26
335,"CD",0.48,1297.18
335,"CA",0,1195.4
335,"CB",0.96,1489.28
335,"AD",1,1551.24
335,"BD",1,1512.44
336,"AB",0.68,1269.15
336,"CD",0.42,1353.74
336,"CA",0.08,812
336,"CB",1,1440.44
336,"AD",0.8,835.24
336,"BD",0,971.88
337,"AB",0.84,3235.94
337,"CD",0.88,2119.6
337,"CA",0.72,2633.08
337,"CB",0.72,3234.32
337,"AD",0.6,2827.64
337,"BD",0.48,2619
338,"AB",0.69,1128
338,"CD",0.42,1482.4
338,"CA",0.24,1261.88
338,"CB",0.4,2480.56
338,"AD",0.76,2804.88
338,"BD",0.32,875.16
339,"AB",0.56,865.026666666667
339,"CD",0.466666666666667,1003.13333333333
339,"CA",0,600.96
339,"CB",0,1207.64
339,"AD",1,558.08
339,"BD",0.16,887.88
340,"AB",0.83,1027.57
340,"CD",0.62,1164.86
340,"CA",0.16,1181.96
340,"CB",0.2,1160.48
340,"AD",0.76,1545.76
340,"BD",0.64,4032.24
341,"AB",0.773333333333333,924.613333333333
341,"CD",0.866666666666667,1060.58666666667
341,"CA",0,1202.92
341,"CB",0.88,1263.36
341,"AD",0.96,1335.92
341,"BD",1,1705.04
342,"AB",0.7,1208.65
342,"CD",0.74,1274.58
342,"CA",1,1227.92
342,"CB",1,1212.32
342,"AD",0.84,1983.36
342,"BD",0,1510.44
343,"AB",0.44,924.293333333333
343,"CD",0.333333333333333,2015.64
343,"CA",0.52,1556.36
343,"CB",0.48,817.44
343,"AD",0.56,1388.96
343,"BD",0.48,1157.36
344,"AB",0.666666666666667,1258.38666666667
344,"CD",0.826666666666667,1128.89333333333
344,"CA",0.48,988.52
344,"CB",0.52,1069.28
344,"AD",0.48,1195.64
344,"BD",0.52,917.56
345,"AB",0.666666666666667,2727.26666666667
345,"CD",0.613333333333333,2153.84
345,"CA",0,1933.92
345,"CB",1,2645.08
345,"AD",1,1184.12
345,"BD",1,1789.84
346,"AB",0.65,973.01
346,"CD",0.5,1044.02
346,"CA",1,1196
346,"CB",0.28,1396.24
346,"AD",0.12,1069.24
346,"BD",0.76,1013.76
347,"AB",0.58,1849.57
347,"CD",0.8,1798.18
347,"CA",1,1325.8
347,"CB",1,1797.6
347,"AD",0.96,2215.24
347,"BD",0.96,1479.12
348,"AB",0.78,1055.82
348,"CD",0.82,1325.24
348,"CA",0.16,2203.68
348,"CB",0.88,2602.88
348,"AD",0.76,1657.04
348,"BD",0.2,2647.52
349,"AB",0.84,890.46
349,"CD",0.7,1255.1
349,"CA",0,981.96
349,"CB",1,1087.12
349,"AD",1,1039.72
349,"BD",0,946.56
350,"AB",0.59,2473.7
350,"CD",0.56,2172.14
350,"CA",0.36,2856.24
350,"CB",0.92,1967.16
350,"AD",0.72,2313.4
350,"BD",0.48,1930.68
351,"AB",0.46,1685.23
351,"CD",0.56,1447.46
351,"CA",0.72,1761.28
351,"CB",0.16,1877.24
351,"AD",0.2,1589.64
351,"BD",0.96,1771
352,"AB",0.97,902.71
352,"CD",0.04,1201.74
352,"CA",0,566.72
352,"CB",0,1886.44
352,"AD",1,656.48
352,"BD",0.96,1063.84
353,"AB",0.893333333333333,957.04
353,"CD",0.92,922.506666666667
353,"CA",0.08,1031.84
353,"CB",0.96,1355.64
353,"AD",1,948.28
353,"BD",0.96,1904.8
354,"AB",0.69,1155.53
354,"CD",0.76,1247.64
354,"CA",0.04,1348.36
354,"CB",1,1905.6
354,"AD",1,1505.8
354,"BD",1,1734.12
355,"AB",0.74,968.77
355,"CD",0.84,1092.54
355,"CA",0.88,1298.08
355,"CB",1,1444.08
355,"AD",0.84,1763.16
355,"BD",0.6,1401.2
356,"AB",0.7,850.11
356,"CD",0.5,832.84
356,"CA",0.08,983.12
356,"CB",1,987.96
356,"AD",0.92,1021.16
356,"BD",0.04,1117.16
357,"AB",0.93,1150.76
357,"CD",0.9,1455.2
357,"CA",0.8,1099.64
357,"CB",1,1557
357,"AD",1,1011.76
357,"BD",0,1195.48
358,"AB",0.33,2664.78
358,"CD",0.88,2700.08
358,"CA",0.08,2919.28
358,"CB",0.12,1474.04
358,"AD",0.88,1182.84
358,"BD",0.84,1083.68
359,"AB",0.94,1362.69
359,"CD",0.92,1221.8
359,"CA",0.96,2388.52
359,"CB",1,1511.88
359,"AD",1,2054.2
359,"BD",1,2158.68
360,"AB",0.65,931.84
360,"CD",0.68,1355.36
360,"CA",1,636.4
360,"CB",1,860.52
360,"AD",0.2,1236.08
360,"BD",0,908.28
361,"AB",0.96,1033.76
361,"CD",0.98,1008.02
361,"CA",0.84,872.92
361,"CB",1,1164.28
361,"AD",0.52,1096
361,"BD",0.04,1286.96
362,"AB",0,1359.84
362,"CD",0.146666666666667,5759.98666666667
362,"CA",1,1531.48
362,"CB",0.32,1610.2
362,"AD",0,1412.56
362,"BD",0.28,2195.72
363,"AB",0.77,1219.23
363,"CD",0.72,1277.9
363,"CA",0.68,1604.68
363,"CB",0.68,2548.84
363,"AD",0.8,1945.8
363,"BD",0.68,2394.96
364,"AB",0.86,1052.64
364,"CD",0.76,1520.72
364,"CA",0.08,1283.92
364,"CB",1,1320.2
364,"AD",1,1064.44
364,"BD",0.24,2076.84
365,"AB",0.426666666666667,1331.14666666667
365,"CD",0.626666666666667,1122.18666666667
365,"CA",1,1255.44
365,"CB",1,1200.52
365,"AD",1,1166.88
365,"BD",0.96,1180.48
366,"AB",0.78,1205.65
366,"CD",0.46,1264.1
366,"CA",0.04,900.44
366,"CB",0.28,1245.04
366,"AD",0.16,1187.04
366,"BD",0.16,1420.24
367,"AB",0.18,1079.32
367,"CD",0.24,1199.6
367,"CA",0.72,1454.08
367,"CB",0.32,1690.6
367,"AD",0.16,1195.48
367,"BD",0.36,1214.88
368,"AB",0.43,1252.83
368,"CD",0.68,1079.44
368,"CA",0.64,1707.72
368,"CB",0.48,1230.56
368,"AD",0.52,1532.2
368,"BD",0.76,1225.44
369,"AB",0.546666666666667,1190.8
369,"CD",0.453333333333333,1042.2
369,"CA",0.2,911.68
369,"CB",0.12,861.16
369,"AD",0.96,913.36
369,"BD",0.92,796.72
370,"AB",0.61,1611.67
370,"CD",0.6,1935.22
370,"CA",0.6,1361.68
370,"CB",0.56,1510.44
370,"AD",0.68,1444.68
370,"BD",0.72,1330.2
371,"AB",0.4,858.986666666667
371,"CD",0.373333333333333,1151.12
371,"CA",1,1719.44
371,"CB",0.08,901.4
371,"AD",0.04,1590.84
371,"BD",0.8,1223.32
372,"AB",0.52,1463.25
372,"CD",0.6,1474.44
372,"CA",0.32,1061.4
372,"CB",0.72,943.84
372,"AD",0.72,748.52
372,"BD",0.4,1261.04
373,"AB",0.67,1127.83
373,"CD",0.6,1276.56
373,"CA",0.6,945.56
373,"CB",0.84,1104.08
373,"AD",0.72,1182.84
373,"BD",0.36,1165.28
374,"AB",0.75,1409.09
374,"CD",0.8,1356.94
374,"CA",0.24,802.44
374,"CB",1,1035.36
374,"AD",1,984.2
374,"BD",0.12,1463.72
375,"AB",0.6,1478.68
375,"CD",0.56,1555.33333333333
375,"CA",0.52,2314.24
375,"CB",0.68,1629.2
375,"AD",0.68,2034.52
375,"BD",0.64,2460.04
376,"AB",0.77,1254.13
376,"CD",0.8,964.76
376,"CA",0.72,1009.48
376,"CB",0.88,1050.88
376,"AD",0.36,1579.08
376,"BD",0.16,1329.04
377,"AB",0.73,913.4
377,"CD",0.22,1044.48
377,"CA",0,904.12
377,"CB",0,988.32
377,"AD",1,1305.52
377,"BD",1,1092.2
378,"AB",0.653333333333333,1449.56
378,"CD",0.68,1346.32
378,"CA",1,1272.52
378,"CB",1,1274.16
378,"AD",1,2112.6
378,"BD",1,1559.64
379,"AB",0.91,1461.52
379,"CD",0.1,1056.36
379,"CA",0.2,841.72
379,"CB",0.28,952.76
379,"AD",0.76,837.68
379,"BD",0.64,1076.64
380,"AB",0.506666666666667,2328.02666666667
380,"CD",0.52,2583.53333333333
380,"CA",1,742.36
380,"CB",0.96,633.72
380,"AD",0.92,1681
380,"BD",0.08,987.36
381,"AB",0.31,1506.61
381,"CD",0.68,2001.82
381,"CA",1,940.28
381,"CB",0.12,1127.2
381,"AD",0,1053.2
381,"BD",0.48,872.8
382,"AB",0.706666666666667,1003.76
382,"CD",0.8,1014.17333333333
382,"CA",0.56,1560.84
382,"CB",0.92,1309.44
382,"AD",0.8,1525.16
382,"BD",0.08,1420.68
383,"AB",0.71,832.39
383,"CD",0.64,1131.26
383,"CA",0.76,1375.68
383,"CB",0.92,1689.28
383,"AD",1,1422.92
383,"BD",0.12,1854.28
384,"AB",0.68,1087.64
384,"CD",0.74,1089.32
384,"CA",1,1220.44
384,"CB",0.96,1194.8
384,"AD",1,1376.2
384,"BD",1,1335.4
385,"AB",0.653333333333333,1381.66666666667
385,"CD",0.853333333333333,1430.50666666667
385,"CA",0.96,2647.28
385,"CB",0.56,2059.84
385,"AD",1,2302.84
385,"BD",1,1531.68
386,"AB",0.43,1604.46
386,"CD",0.66,1481.62
386,"CA",0.48,924.24
386,"CB",0.36,973.2
386,"AD",0.52,1104.28
386,"BD",0.8,1066.84
387,"AB",0.59,757.64
387,"CD",0.8,912.98
387,"CA",0.2,795.28
387,"CB",0.84,1092.16
387,"AD",1,786.56
387,"BD",1,839.76
388,"AB",0.61,872.46
388,"CD",0.54,1103.84
388,"CA",0.12,812.72
388,"CB",0.56,1081.84
388,"AD",0.8,857.84
388,"BD",0.36,1196.76
389,"AB",0.733333333333333,1206.08
389,"CD",0.64,1191.09333333333
389,"CA",0.6,2301.76
389,"CB",0.68,4156.64
389,"AD",0.68,3774.84
389,"BD",0.48,2185
390,"AB",0.59,1170.03
390,"CD",0.72,1361.76
390,"CA",0.08,914.84
390,"CB",0.96,878.12
390,"AD",1,1204.36
390,"BD",0.16,1319.64
391,"AB",0.76,1124.61
391,"CD",0.68,1177.56
391,"CA",0.12,2560.16
391,"CB",0.96,1378.08
391,"AD",1,1478.8
391,"BD",0.08,1495.92
392,"AB",0.57,1203.15
392,"CD",0.52,1566.06
392,"CA",1,1093.32
392,"CB",0.92,913.56
392,"AD",1,1153.4
392,"BD",1,1211.52
393,"AB",0.53,1510.93
393,"CD",0.6,2101.08
393,"CA",0.6,1014.72
393,"CB",0.6,873.84
393,"AD",0.72,1420.88
393,"BD",0.68,1302.6
394,"AB",0.85,985.36
394,"CD",0.92,1091.5
394,"CA",1,1243.44
394,"CB",0.88,1008.8
394,"AD",1,1127.96
394,"BD",1,1389.44
395,"AB",0.58,1500.82
395,"CD",0.66,1738.78
395,"CA",0.92,1847.24
395,"CB",1,2054.28
395,"AD",1,1685.4
395,"BD",1,1943.48
396,"AB",0.96,802.29
396,"CD",0.78,841.84
396,"CA",1,1091.44
396,"CB",1,837.16
396,"AD",1,1351.08
396,"BD",0,1179.24
397,"AB",0.933333333333333,946.746666666667
397,"CD",0.92,968.146666666667
397,"CA",0.76,1304.44
397,"CB",1,1090.16
397,"AD",0.92,1234.68
397,"BD",0.08,1457.68
398,"AB",0.67,815.86
398,"CD",0.76,871.18
398,"CA",0.96,841.24
398,"CB",0.96,748.04
398,"AD",1,959.88
398,"BD",1,1097.16
399,"AB",0.46,947.81
399,"CD",0.42,1249.92
399,"CA",0.52,1177.28
399,"CB",0.4,1481.2
399,"AD",0.48,904.36
399,"BD",0.6,1407.84
400,"AB",0.56,1240.39
400,"CD",0.5,1352.6
400,"CA",0.32,1224.44
400,"CB",0.28,1087.08
400,"AD",0.28,1191.8
400,"BD",0.44,1159.76
401,"AB",0.533333333333333,1342.97333333333
401,"CD",0.586666666666667,1038.44
401,"CA",0.44,1210.68
401,"CB",0.84,1344.36
401,"AD",0.76,1079.76
401,"BD",0.52,1156.48
402,"AB",0.72,795.6
402,"CD",0.72,1085.06
402,"CA",0.12,1097.16
402,"CB",1,984.32
402,"AD",0.96,986.88
402,"BD",0,1070.16
403,"AB",0.99,1237.39
403,"CD",0.5,910.46
403,"CA",1,764.76
403,"CB",0.88,868.48
403,"AD",0.04,2345.52
403,"BD",0.08,965.2
404,"AB",0.44,1469.96
404,"CD",0.493333333333333,1569.62666666667
404,"CA",0.72,1703
404,"CB",0.24,1346.36
404,"AD",0.44,1609.28
404,"BD",0.56,1379.08
405,"AB",0.746666666666667,1153.54666666667
405,"CD",0.88,1081.09333333333
405,"CA",0.96,1207.8
405,"CB",0.96,1153.88
405,"AD",1,1093.36
405,"BD",1,1456.52
406,"AB",0.36,955.306666666667
406,"CD",0.6,970.92
406,"CA",0.6,806.04
406,"CB",0.48,908.76
406,"AD",0.48,701.6
406,"BD",0.56,876.8
407,"AB",0.75,1234.95
407,"CD",0.8,1299.14
407,"CA",0.4,2062.24
407,"CB",0.84,1736.64
407,"AD",1,1346.24
407,"BD",1,1759
408,"AB",0.56,1092.65
408,"CD",0.34,1105.86
408,"CA",0.4,1478.32
408,"CB",0.44,1959.36
408,"AD",0.6,1439.16
408,"BD",0.44,1900.88
409,"AB",0.666666666666667,990.733333333333
409,"CD",0.693333333333333,1058.14666666667
409,"CA",0.92,954.72
409,"CB",1,900.36
409,"AD",0.92,1096
409,"BD",0.08,1142.56
410,"AB",0.71,976.59
410,"CD",0.62,1239.62
410,"CA",0.48,903.12
410,"CB",0.84,1000
410,"AD",0.48,1143.16
410,"BD",0.24,958.4
411,"AB",0.45,4571.76
411,"CD",0.82,7868.56
411,"CA",0.12,1080.72
411,"CB",0.88,925.56
411,"AD",1,1282.16
411,"BD",0.16,1132.36
412,"AB",0.67,1238.56
412,"CD",0.72,1732.96
412,"CA",0.2,2534.84
412,"CB",0.72,1719.92
412,"AD",0.44,2315.32
412,"BD",0.2,1798.16
413,"AB",0.63,1160.15
413,"CD",0.62,1454.34
413,"CA",0.6,1234.44
413,"CB",0.96,1136.8
413,"AD",0.88,1192.76
413,"BD",0.52,1486.72
414,"AB",0.8,1058.07
414,"CD",0.3,1357.48
414,"CA",0,865.4
414,"CB",0.08,1449.32
414,"AD",1,956.44
414,"BD",0.96,1107.16
415,"AB",0.27,1180.3
415,"CD",0.76,1605.9
415,"CA",0.96,1005.72
415,"CB",1,718.28
415,"AD",0.04,945.84
415,"BD",0,994.28
416,"AB",0.72,1170.01333333333
416,"CD",0.853333333333333,1301.48
416,"CA",0.96,753.4
416,"CB",0.88,755.52
416,"AD",0.16,1547.84
416,"BD",0.12,863.76
417,"AB",0.51,1272.17
417,"CD",0.6,1455.52
417,"CA",0.52,1125.24
417,"CB",0.52,1481.6
417,"AD",0.72,1205
417,"BD",0.64,1230.8
418,"AB",0.51,974.04
418,"CD",0.4,778.14
418,"CA",1,750.12
418,"CB",0.96,990.88
418,"AD",0.88,906.88
418,"BD",0.08,925.4
419,"AB",0.83,2354.62
419,"CD",0.9,2659.68
419,"CA",0.56,1317.36
419,"CB",0.48,1126.72
419,"AD",0.64,968.4
419,"BD",0.6,1164.6
420,"AB",0.613333333333333,1312.29333333333
420,"CD",0.68,1352.57333333333
420,"CA",0.56,1559.96
420,"CB",0.92,1824.08
420,"AD",0.96,1338.64
420,"BD",0.72,1695.52
421,"AB",0.91,772.27
421,"CD",0.86,1000.52
421,"CA",0.8,825.36
421,"CB",0.84,1007.04
421,"AD",0.76,921.92
421,"BD",0.08,906.04
422,"AB",0.53,1006.35
422,"CD",0.46,987.48
422,"CA",0.32,1331.08
422,"CB",0.52,1392.12
422,"AD",0.8,1327.08
422,"BD",0.84,1365.04
423,"AB",0.16,1211.82666666667
423,"CD",0.84,1237.82666666667
423,"CA",0.6,1661.36
423,"CB",0.36,1667.2
423,"AD",0.52,1700.36
423,"BD",0.8,1102.76
424,"AB",0.65,1113.56
424,"CD",0.66,1248.24
424,"CA",0.64,1063.52
424,"CB",0.64,1176.64
424,"AD",0.44,1241.8
424,"BD",0.64,1024.64
425,"AB",0.693333333333333,1764.42666666667
425,"CD",0.693333333333333,1797
425,"CA",0.4,2952
425,"CB",0.72,2807.44
425,"AD",0.92,2266.8
425,"BD",0.8,2571.08
426,"AB",0.53,1338.54
426,"CD",0.54,1823.18
426,"CA",0.36,5157.44
426,"CB",0.64,1996.52
426,"AD",0.64,2912.92
426,"BD",0.48,5784.92
427,"AB",0.62,1387.32
427,"CD",0.5,1252.98
427,"CA",0.08,1511.76
427,"CB",0.28,3496.16
427,"AD",0.96,1424.2
427,"BD",0.92,1606.6
428,"AB",0.373333333333333,831.346666666667
428,"CD",0.493333333333333,947.28
428,"CA",1,1032.84
428,"CB",0.92,1023.84
428,"AD",0.96,936.2
428,"BD",1,919.12
429,"AB",0.93,975.29
429,"CD",0.96,1144.1
429,"CA",0.88,684.2
429,"CB",0.84,810.24
429,"AD",0.08,804.96
429,"BD",0.12,859.04
430,"AB",0.32,940.066666666667
430,"CD",0.826666666666667,893.266666666667
430,"CA",0.72,659.4
430,"CB",0.36,652.08
430,"AD",0.96,898.16
430,"BD",0.96,692.08
431,"AB",0.66,1308.33
431,"CD",0.66,1266.78
431,"CA",0.8,1616.84
431,"CB",0.96,2168.68
431,"AD",0.72,2347.32
431,"BD",0.32,1771.44
432,"AB",0.62,1021.48
432,"CD",0.5,1191.22
432,"CA",0.88,860.88
432,"CB",0.96,801.44
432,"AD",0.92,973.68
432,"BD",0,1213.4
433,"AB",0.6,1048.25
433,"CD",0.54,980.7
433,"CA",0.8,1236.12
433,"CB",1,1378.92
433,"AD",0.92,1356.04
433,"BD",0.8,2199.6
434,"AB",0.64,1746.3
434,"CD",0.42,2429.06
434,"CA",0.04,1954.04
434,"CB",0,3135.36
434,"AD",1,2622.52
434,"BD",0.96,5554.88
435,"AB",0.55,885.6
435,"CD",0.64,969.36
435,"CA",0.68,1317.32
435,"CB",0.72,1305.56
435,"AD",0.64,1583.92
435,"BD",0.76,1492
436,"AB",0.32,2513.8
436,"CD",0.32,1663.6
436,"CA",0.04,1178.88
436,"CB",0,934
436,"AD",1,1805.88
436,"BD",1,994.68
437,"AB",0.85,944.88
437,"CD",0.76,987.06
437,"CA",0.12,1155.44
437,"CB",1,1143.6
437,"AD",1,920.56
437,"BD",0,1386.64
438,"AB",0.72,1152.94666666667
438,"CD",0.44,1166.13333333333
438,"CA",0.56,1163.04
438,"CB",0.64,1205.8
438,"AD",0.44,1162.04
438,"BD",0.28,1006.16
439,"AB",0.5,2206.22
439,"CD",0.6,2056.64
439,"CA",1,1058
439,"CB",1,822.52
439,"AD",0.92,1733.04
439,"BD",1,2282.84
440,"AB",0.75,1251.29
440,"CD",0.78,1363.68
440,"CA",0.4,1365.12
440,"CB",0.76,1267.68
440,"AD",0.96,940.52
440,"BD",0.76,1412.04
441,"AB",0.8,1007.84
441,"CD",0.76,1181.8
441,"CA",0.04,1075.44
441,"CB",0.8,1454.8
441,"AD",1,900.28
441,"BD",1,1113.12
442,"AB",0.74,1142.45
442,"CD",0.78,1385.72
442,"CA",0.16,1385.72
442,"CB",1,1391.88
442,"AD",1,862.64
442,"BD",1,1738.36
443,"AB",0.613333333333333,1151.16
443,"CD",0.52,1267.02666666667
443,"CA",0.12,1485.52
443,"CB",0.8,1542.72
443,"AD",0.92,1487.64
443,"BD",0.28,1820.64
444,"AB",0.373333333333333,1052.33333333333
444,"CD",0.333333333333333,1044.45333333333
444,"CA",0.72,1172.68
444,"CB",0.36,1240.28
444,"AD",0.28,1038.8
444,"BD",0.48,738.12
445,"AB",0.95,942.22
445,"CD",0.94,1001.58
445,"CA",1,1429.56
445,"CB",1,938.56
445,"AD",0.84,899.72
445,"BD",0.88,1275.8
446,"AB",0.6,801.5
446,"CD",0.7,1176.7
446,"CA",0.96,1214
446,"CB",1,960
446,"AD",1,1366.76
446,"BD",0.92,1383.76
447,"AB",0.91,852.96
447,"CD",0.8,1255.32
447,"CA",0.16,1165.56
447,"CB",1,1046.44
447,"AD",1,932.52
447,"BD",0,1137.4
448,"AB",0.613333333333333,1100.14666666667
448,"CD",0.706666666666667,920.226666666667
448,"CA",0.76,758.48
448,"CB",0.96,855.48
448,"AD",1,896.8
448,"BD",0.84,1002.64
449,"AB",0.67,868.28
449,"CD",0.78,1238.66
449,"CA",0.6,1504.72
449,"CB",0.24,1415.2
449,"AD",0.52,1514.88
449,"BD",0.92,1000.12
450,"AB",0.626666666666667,1581.94666666667
450,"CD",0.72,1534.57333333333
450,"CA",0.48,1451.28
450,"CB",0.72,2101.92
450,"AD",0.4,1733.56
450,"BD",0.36,1417.96
451,"AB",0.99,1180.19
451,"CD",0.02,859.74
451,"CA",0.2,1555.12
451,"CB",0.92,1992.84
451,"AD",0.16,2398.36
451,"BD",0,1711.52
452,"AB",0.94,1330.76
452,"CD",0.96,1696.94
452,"CA",0.68,2513.64
452,"CB",0.8,5533.12
452,"AD",0.48,2820.2
452,"BD",0.28,1772.88
453,"AB",0.99,1264.18
453,"CD",0.96,2147.88
453,"CA",0.56,1100.16
453,"CB",0.96,1144.52
453,"AD",0.36,1352.92
453,"BD",0,1207.64
454,"AB",0.453333333333333,1901.17333333333
454,"CD",0.546666666666667,1815.70666666667
454,"CA",0.72,936.68
454,"CB",0.64,861.8
454,"AD",0.52,1002.84
454,"BD",0.88,779.68
455,"AB",0.26,861.5
455,"CD",0.36,1079.78
455,"CA",0.48,1205.76
455,"CB",0.28,1024
455,"AD",0.48,1089.64
455,"BD",0.56,1032.48
456,"AB",0.55,1068.26
456,"CD",0.38,1227.88
456,"CA",0.04,767.68
456,"CB",0.84,973.04
456,"AD",0.8,668.28
456,"BD",0.16,792.76
457,"AB",0.27,881.66
457,"CD",0.86,1043.84
457,"CA",0.08,1827.64
457,"CB",0.12,1735.24
457,"AD",0.76,1596.04
457,"BD",0.24,2435.76
458,"AB",0.8,1294.81333333333
458,"CD",0.853333333333333,1020.29333333333
458,"CA",0.92,1138.16
458,"CB",1,772
458,"AD",0.12,909.8
458,"BD",0.04,1017.12
459,"AB",0.16,1052.54
459,"CD",0.8,1282.72
459,"CA",0.28,1520.56
459,"CB",0.56,1828.72
459,"AD",0.4,1775.92
459,"BD",0.36,1406.32
460,"AB",0.7,1038.02
460,"CD",0.6,1164.3
460,"CA",0.92,1018.44
460,"CB",0.96,936.48
460,"AD",0.76,991.8
460,"BD",0.28,1378.76
461,"AB",0.96,1001.27
461,"CD",0.84,1283.66
461,"CA",0.16,1114.84
461,"CB",0.8,1228.56
461,"AD",0.88,1015.8
461,"BD",0.04,1179.4
462,"AB",0.78,966.95
462,"CD",0.84,931.4
462,"CA",0.2,1003
462,"CB",1,854.88
462,"AD",1,752.56
462,"BD",0,824.44
463,"AB",0.68,1398.42
463,"CD",0.6,1518.36
463,"CA",0.32,1586.64
463,"CB",0.64,1162.28
463,"AD",0.84,1502.6
463,"BD",0.68,1299.8
464,"AB",0.71,665.81
464,"CD",0.66,866.42
464,"CA",0.04,630.92
464,"CB",0.2,912
464,"AD",0.88,650.4
464,"BD",0.72,848.16
465,"AB",0.48,1292.54
465,"CD",0.9,1434.58
465,"CA",0.88,1681.32
465,"CB",0.8,1609.68
465,"AD",0.88,1874.36
465,"BD",0.72,1489.24
466,"AB",0.573333333333333,913.533333333333
466,"CD",0.506666666666667,942.253333333333
466,"CA",0.4,948.8
466,"CB",0.88,1170.04
466,"AD",0.96,1156.92
466,"BD",0.76,1428
467,"AB",0.83,1886.36
467,"CD",0.8,2063.18
467,"CA",0,3073.2
467,"CB",1,3179.56
467,"AD",1,2200.84
467,"BD",0,2881.4
468,"AB",0.42,1209.95
468,"CD",0.68,1140.18
468,"CA",0.52,970.48
468,"CB",0.44,1043.64
468,"AD",0.4,1200.04
468,"BD",0.48,1178.4
469,"AB",0.826666666666667,1598.88
469,"CD",0.84,1490.64
469,"CA",0.12,883.2
469,"CB",0.12,3889.72
469,"AD",0.96,2164.52
469,"BD",0.88,1014.6
470,"AB",0.45,1151.53
470,"CD",0.88,1139.6
470,"CA",0.96,1211.72
470,"CB",1,1346.12
470,"AD",0.84,1522.48
470,"BD",0.88,1419.28
471,"AB",0.58,2018.88
471,"CD",0.12,1868.02
471,"CA",0.64,1687.72
471,"CB",0.72,1360.4
471,"AD",0.12,1562.88
471,"BD",0.04,1804.04
472,"AB",0.43,1828.11
472,"CD",0.5,1705.32
472,"CA",0.88,3052.8
472,"CB",0.4,3497.12
472,"AD",0.72,2688.72
